web-scraper-order,web-scraper-start-url,subject,title,comment_number,description,pagination,pagination-href
"1541626252-3508","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Hrvati prek Dancev nad Ruse!","35","Nasprotnik gostiteljice Rusije v četrfinalu svetovnega prvenstva bo reprezentanca Hrvaška. Še drugič danes so zmagovalca dale enajstmetrovke, ognjeni pa so bili hladnokrvnejši od Dancev.","","https://www.nogomania.com/Novice.aspx?pid=267"
"1541625917-2775","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Pedro je podaljšal pogodbo s Chelseajem","0","Chelseajev napadalec Pedro je podaljšal pogodbo z londonskim klubom za še eno leto. V klubu naj bi nekdanji nogometaš Barcelone po novem ostal do leta 2020.","","https://www.nogomania.com/Novice.aspx?pid=203"
"1541626317-3631","https://www.nogomania.com/Novice.aspx","Evropske lige","Barcelona se ne zanima za Pjanića","0","Ariedo Braida, eden od Barceloninih direktorjev, zanika namigovanja, da se katalonski klub zanima za vezista torinskega Juventusa Miralema Pjanića.","","https://www.nogomania.com/Novice.aspx?pid=278"
"1541626072-3123","https://www.nogomania.com/Novice.aspx","Evropske lige","V Monacu priznali, da želijo Golovina","0","Pri Monacu so potrdili, da so poslali ponudbo za vročega ruskega reprezentanta Aleksandra Golovina, za katerega se zanima tudi italijanski prvak Juventus.","","https://www.nogomania.com/Novice.aspx?pid=233"
"1541625391-1678","https://www.nogomania.com/Novice.aspx","Evropske lige","Barcelona podpira igranje La Lige na tujem","21","Širitev La Lige v ZDA je v taboru Barcelone dobro sprejeta. Predsednik španskih prvakov Josep Maria Bartomeu je razkril, da v klubu širitev na tuje podpirajo.","","https://www.nogomania.com/Novice.aspx?pid=107"
"1541626218-3427","https://www.nogomania.com/Novice.aspx","Evropske lige","Ronaldo v Juventusu? To bi bilo super","1","Novinarji so Blaisa Matuidija na mundialu v Rusiji zvabili v past in iz njega izvlekli izjavo, vezano na govorice o prihodu Cristiana Ronalda v Juventus.","","https://www.nogomania.com/Novice.aspx?pid=260"
"1541626019-3006","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Video: Mojstrska asistenca Derviševića","0","Amir Derviševič novo sezono nadaljuje tam, kjer je sklenil prejšnjo. Oglejte si njegovo mojstrsko asistenco v Velenju, po kateri je zadetek dosegel Luka Zahović.","","https://www.nogomania.com/Novice.aspx?pid=223"
"1541625967-2892","https://www.nogomania.com/Novice.aspx","Evropske lige","Allegri nima težav z Bonuccijem","3","Ob vse močnejših govoricah, da bi se Leonardo Bonucci v kratkem lahko vrnil v Juventus, je trener Stare dame Max Allegri zatrdil, da težav z igralcem nima.","","https://www.nogomania.com/Novice.aspx?pid=213"
"1541626192-3387","https://www.nogomania.com/Novice.aspx","Evropski pokali","Prvič je napredoval klub iz San Marina","1","Tri Fiori, klub iz San Marina, je včeraj postal prvi klub iz te državice, ki je v evropskih pokalih uspel nekoga izločiti. S skupnim izidom 3:1 je odpravil Bala Town. Zdaj prihaja v Velenje.","","https://www.nogomania.com/Novice.aspx?pid=256"
"1541625952-2866","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=210"
"1541625902-2748","https://www.nogomania.com/Novice.aspx","Evropske lige","Fiorentina naslednja postaja za Pjaco","0","Hrvaški krilni napadalec Marko Pjaca pri Juventusu ne bo dočakal priložnosti, zato je pristal na selitev k Fiorentini, pri kateri naj bi predvidoma nastopal kot posojen član stare dame.","","https://www.nogomania.com/Novice.aspx?pid=200"
"1541625003-894","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","2. SNL: V Sežani padlo kar šest golov","0","Nedeljski derbi kroga v 2. SNL je v Sežani postregel z zanimivo predstavo, na kateri je padlo kar šest zadetkov. Francoz Papa Kebe je pravi gospodar druge slovenske lige.","","https://www.nogomania.com/Novice.aspx?pid=38"
"1541624995-859","https://www.nogomania.com/Novice.aspx","Evropske lige","Sanchez odpisan za Juventus","0","Trener Manchester Uniteda Jose Mourinho na derbiju lige prvakov proti Juventusu ne bo računal na najbolje plačanega igralca v moštvu Alexisa Sancheza. Poškodba ni razlog za njegovo odsotnost.","","https://www.nogomania.com/Novice.aspx?pid=35"
"1541625302-1478","https://www.nogomania.com/Novice.aspx","Evropske lige","Proračun Barcelone neverjetnih 960 milijonov evrov","1","Iz vodstva španskega velikana Barcelone so sporočilli, da bo klubski proračun v sezoni 2018/19 znašal neverjetnih 960 miliijonov evrov, s čimer so Katalonci le še streljaj oddaljeni od zgodovinskega mejnika.","","https://www.nogomania.com/Novice.aspx?pid=89"
"1541626240-3473","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Ronaldo po šesti evropski naslov v Juventus?","55","Torinski Juventus je začel operacijo Cristiano Ronaldo. Poročanje Tuttosporta je konkretno nadgradila Marca, ki trdi, da bo Ronaldo v Juventus prestopil za 120 milijonov evrov odškodnine in podpisal štiriletno pogodbo.","","https://www.nogomania.com/Novice.aspx?pid=264"
"1541625709-2350","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=165"
"1541625328-1535","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Video: Spor Mourinha in Pogbaja na treningu!","12","Na spletu se je pojavil posnetek s treninga Manchester Uniteda, na katerem je jasno vidno, da Jose Mourinho in Paul Pogba nista na isti valovni dolžini.","","https://www.nogomania.com/Novice.aspx?pid=94"
"1541625476-1865","https://www.nogomania.com/Novice.aspx","Evropski pokali","Čeferin zanikal finale lige prvakov v ZDA","15","V zadnjih dneh se je o igranju finala lige prvakov v New Yorku veliko govorilo, toda na Evropski nogometni zvezi (UEFA) mirijo strasti. Aleksander Čeferin trdi, da načrtov za kaj takšnega ni.","","https://www.nogomania.com/Novice.aspx?pid=123"
"1541625462-1830","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Prosinečki ni bil v sporu z Begovićem","9","Selektor reprezentance Bosne in Hercegovine Robert Prosinečki je komentiral zaplet s prvim vratarjem Asmirjem Begovićem, ki ni bil vabljen za tekmi s Severno Irsko in Avstrijo.","","https://www.nogomania.com/Novice.aspx?pid=120"
"1541625996-2970","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=219"
"1541625337-1558","https://www.nogomania.com/Novice.aspx","Evropske lige","Luciano Spaletti bo lahko na klopi Interja","3","Luciano Spaletti je dobil prepoved vodenja ekipe na eni tekmi, a se je Inter pritožil in tudi uspel v svoji nameri. Ostaja le denarna kazen, danes proti Fiorentini pa bo Spaletti že lahko s klopi vodil Inter.","","https://www.nogomania.com/Novice.aspx?pid=96"
"1541625253-1375","https://www.nogomania.com/Novice.aspx","Evropske lige","Jadon Sancho podaljšal z Dortmundom","0","Vodstvo nemškega velikana Dortmunda je sklenilo novo štiriletno pogodbo z 18-letnim angleškim biserom Jadonom Sanchom, kateremu se prav nič ne mudi nazaj v domovino.","","https://www.nogomania.com/Novice.aspx?pid=80"
"1541625996-2967","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","The Best: Hladen tuš za Neymarja","13","FIFA je imenovala deset kandidatov za prestižno nagrado The Best, največje presenečenje pa predstavlja košarica za brazilskega superzvezdnika Neymarja. Med nominiranci tudi Raphael Varane.","","https://www.nogomania.com/Novice.aspx?pid=219"
"1541626278-3560","https://www.nogomania.com/Novice.aspx","Evropske lige","Mina: Želim uspeti v Barceloni","1","Kolumbijski branilec Yerry Mina si je na svetovnem prvenstvu dvignil mednarodni ugled, v Španijo pa pošilja sporočilo, da je pripravljen storiti vse za uspeh tudi v Barceloni.","","https://www.nogomania.com/Novice.aspx?pid=271"
"1541626129-3247","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Lovren: Sem eden najboljših branilcev na svetu","29","Hrvaški reprezentančni branilec Dejan Lovren se ne strinja, da je za njim težka sezona. Prepričan je, da ga ljudje še vedno preveč podcenjujejo.","","https://www.nogomania.com/Novice.aspx?pid=244"
"1541625709-2349","https://www.nogomania.com/Novice.aspx","Evropske lige","Unitedove delnice kar rastejo","9","Neuspehi na igrišču ne vplivajo na poslovne rezultate Manchester Uniteda. Klubske delnice so na newyorški borzi dosegle novo rekordno ceno, v ene mesecu so zrasle za kar 14 odstotkov.","","https://www.nogomania.com/Novice.aspx?pid=165"
"1541625280-1428","https://www.nogomania.com/Novice.aspx","Evropske lige","Šimundža: Pokazali smo odgovornost do dresa","3","Trener Mure Ante Šimundža je bil že proti Olimpiji blizu uspehu, včeraj pa ga je le dosegel, ko je Fazanerijo poražen zapustil Maribor. ""Danes smo pokazali odgovornost do dresa,"" ugotavlja Šimundža.","","https://www.nogomania.com/Novice.aspx?pid=85"
"1541624923-492","https://www.nogomania.com/Novice.aspx","Evropske lige","PSG ostaja zunaj osmine finala","4","Skupina smrti z vsako tekmo bolj postaja skupina smrti. Napoli doma ni uspel premagati Paris Saint Germainu, ki pa pred zadnjima dvema tekmama še naprej ostaja na tretjem mestu.","","https://www.nogomania.com/Novice.aspx?pid=3"
"1541624953-648","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=16"
"1541625291-1450","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Šporar v Trnavi do nove zmage","4","Slovenski reprezentant Andraž Šporar se je s Slovanom veselil zmage na tradicionalnem derbiju proti Spartaku iz Trnave, ki po porazu na lestvici slovaškega prvenstva zaseda šele deveto mesto.","","https://www.nogomania.com/Novice.aspx?pid=87"
"1541625659-2242","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Kitajska izgublja vse več zvezdnikov","10","Bogato kitajsko prvenstvo bosta v kratkem zapustila francoski napadalec Anthony Modeste in nekdanji brazilski reprezentant Ramires. Prvega vleče v Nemčijo, drugega v Benfico.","","https://www.nogomania.com/Novice.aspx?pid=156"
"1541625296-1463","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Ronaldo bo tožil nemški časnik Der Spiegel","13","Portugalski superzvezdnik bo vložil tožbo zoper nemški časnik Der Spiegel, ki je poročal, da naj bi Portugalec leta 2009 v hotelski sobi v Las Vegas posilil dekle in ji kasneje plačal za molk.","","https://www.nogomania.com/Novice.aspx?pid=88"
"1541626124-3241","https://www.nogomania.com/Novice.aspx","Evropske lige","Uradno: Lenglet je Barcelonin","18","Francoski branilec Clement Lenglet je za 36 milijonov evrov danes prestopil iz Seville v Barcelono. Podpisal je pogodbo do leta 2023, z odkupno klavzulo v višini 300 milijonov evrov.","","https://www.nogomania.com/Novice.aspx?pid=243"
"1541625714-2354","https://www.nogomania.com/Novice.aspx","Evropske lige","Lewandowski: Ne bom zapustil Bayerna","19","Po mesecih ugibanj in namigovanj se je oglasil zvezdnik Bayerna Robert Lewandowski in zatrdil, da več na razmišlja o tem, da bi zapustil klub. Je pa sprožil nekaj ostrih puščic proti vodstvu kluba.","","https://www.nogomania.com/Novice.aspx?pid=166"
"1541625967-2897","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Uradno: Golovin prikimal Monacu","0","Junak ruske reprezentance na svetovnem prvenstvu Aleksandr Golovin je dobro unovčil mundial. Prišel je do prestopa, bitko številnih klubov pa je dobil Monaco, ki bo zanj plačal 30 milijonov evrov.","","https://www.nogomania.com/Novice.aspx?pid=213"
"1541625023-932","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Bišćan ob žvižgih ustavil Kekov negativen trend","1","Negativen niz tekem, ki mu ga je zapustil Matjaž Kek, je Igor Bišćan v pozitivo obrnil že na svoji prvi tekmi. Navijaška skupina Armada pa ga nikakor noče sprejeti.","","https://www.nogomania.com/Novice.aspx?pid=41"
"1541626416-3833","https://www.nogomania.com/Novice.aspx","Evropske lige","Barcelona: Od Piqueja pričakujemo pojasnila","13","Podpredsednik Barcelone Jordi Mestre je javno priznal, da v klubu niso niti najmanj navdušeni nad tem, da je Gerard Pique aktivno sodeloval pri dokumentarni oddaji, v kateri je osrednjo vlogo igral Antoine Griezmann.","","https://www.nogomania.com/Novice.aspx?pid=295"
"1541625266-1395","https://www.nogomania.com/Novice.aspx","Evropske lige","Simeone želi argentinskega ""plejboja""","0","Trener madridskega Atletica Diego Simeone je vrgel oko na še enega mladega argentinskega nogometaša iz tamkajšnje lige. Exequiel Palacio je nase opozoril z igranjem nogometa in še čem.","","https://www.nogomania.com/Novice.aspx?pid=82"
"1541626170-3341","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Luis Enrique novi selektor Španije?","8","Nekdanji trener Barcelone Luis Enrique je prvi favorit za prevzem vodenja španske reprezentance, potem ko je nogometna zveza odpustila Fernanda Hierra.","","https://www.nogomania.com/Novice.aspx?pid=252"
"1541625956-2877","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=211"
"1541624975-755","https://www.nogomania.com/Novice.aspx","Evropske lige","FIFA se strinja z Realom","2","Mednarodna nogometna zveza (FIFA) je jasna glede vprašanja igranja ligaških tekem v tujih državah. Bo Barceloni onemogočeno igranje z Girono v ZDA?","","https://www.nogomania.com/Novice.aspx?pid=26"
"1541625175-1260","https://www.nogomania.com/Novice.aspx","Evropske lige","Video: Paco Alcacer z evrogolom potrdil hat-trick","2","Paco Alcacer je pri Dortmundu enostavno prerojen. Spet je bil le rezervist, a v pol ure igre je zabil hat-trick. Gol za zmago je bil naravnost spektakularen!","","https://www.nogomania.com/Novice.aspx?pid=70"
"1541625874-2684","https://www.nogomania.com/Novice.aspx","Evropske lige","Fiorentina potrdila Marka Pjaco","1","Fiorentina je uradno potrdila prihod hrvaškega krilnega napadalca Marka Pjace, Juventus pa je zadržal možnost, da ga v prihodnosti za 26 milijonov evrov znova odkupi.","","https://www.nogomania.com/Novice.aspx?pid=195"
"1541625027-945","https://www.nogomania.com/Novice.aspx","Evropske lige","Pereira razkril razlog za spor Mourinha in Pogbaja","14","Mladi vezist Manchester Uniteda Andreas Pereira je brazilskim medijem razkril razlog za odmeven spor med Josejem Mourinhom in Paulom Pogbajem, ki so ga ujele tudi televizijske kamere.","","https://www.nogomania.com/Novice.aspx?pid=42"
"1541625230-1334","https://www.nogomania.com/Novice.aspx","Evropske lige","Porto doma boljši od Galatasaraya","0","V skupini D bo kot kaže še zelo izenačeno. Porto je, podobno kot Schalke, danes prvič zmagal, izkoristil je prednost domačega terena in odpravil Galatasaray.","","https://www.nogomania.com/Novice.aspx?pid=76"
"1541625052-1012","https://www.nogomania.com/Novice.aspx","Evropske lige","Barcelona ima težave z Ronaldinhom","0","Tiskovni predstavnik Barcelone je javno komentiral oziroma predstavil stališče kluba do političnega udejstvovanja klubske legende Ronaldinha.","","https://www.nogomania.com/Novice.aspx?pid=48"
"1541625360-1619","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=101"
"1541624991-842","https://www.nogomania.com/Novice.aspx","Evropske lige","Ajax tipa osmino finala","0","Ajax je globoko v sodnikovem dodatku zlomil odpor Benfice ter se veselil zmage, s katero je po polovico skupinskega dela lige prvakov na dobri poti v osmino finala.","","https://www.nogomania.com/Novice.aspx?pid=33"
"1541625260-1391","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=81"
"1541626099-3184","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Zagrebški župan obljubil nov nacionalni stadion","5","Župan Zagreba Milan Bandić je dan pred finalom svetovnega prvenstva sklical tiskovno konferenco in napovedal izgradnjo novega nacionalnega stadiona, ki naj bi zrasel na igrišču Lokomotive.","","https://www.nogomania.com/Novice.aspx?pid=238"
"1541625583-2080","https://www.nogomania.com/Novice.aspx","Evropske lige","Old Firm: Rodgers premagal Gerrarda","0","Prvi veliki derbi sezone med Celticom in Rangersom je pripadel prvim, ki so z zadetkom Olivierja Ntchama slavil z 1:0. Steven Gerrard je na 13. uradni tekmi na klopi Rangersa doživel prvi poraz.","","https://www.nogomania.com/Novice.aspx?pid=142"
